vehicle_age,vehicle_type,annual_mileage,city_driving_pct,highway_driving_pct,daily_driving_hours,hard_braking_events,rapid_acceleration_events,engine_temperature,engine_vibration,oil_age_km,brake_wear_pct,tire_pressure_avg,battery_voltage,last_service_km,previous_repairs,service_frequency,maintenance_risk
2,Sedan,24391,53,47,4.3,7,3,83.4,3.75,11327,8.3,34.8,12.45,13380,5,Regular,Low
10,Pickup,32528,60,40,1.7,0,8,97.9,1.93,13189,52.6,35.5,12.46,29949,7,Regular,High
10,Pickup,11870,26,74,4.2,4,4,102.1,3.38,3662,6.0,30.3,13.13,8920,7,Rare,Medium
7,Pickup,26518,76,24,2.0,8,4,95.1,2.19,6494,78.2,30.5,12.71,2590,6,Regular,Medium
2,SUV,26993,35,65,3.3,3,5,88.6,2.94,4130,54.2,31.5,14.23,15999,4,Regular,Low
1,SUV,34720,78,22,2.5,5,9,82.5,4.04,2246,75.3,30.6,14.48,4525,7,Regular,Low
7,Hatchback,29162,57,43,1.0,3,5,88.7,3.78,11995,65.2,29.6,12.45,14340,4,Regular,Medium
5,Sedan,14906,28,72,4.5,3,0,83.1,1.56,6757,42.4,29.4,12.89,16788,4,Occasional,Low
1,Hatchback,22581,53,47,3.0,0,4,107.5,3.67,5317,18.6,29.8,12.35,27181,4,Occasional,Medium
15,Pickup,36289,65,35,2.7,10,2,93.9,4.15,5463,39.8,31.3,11.38,3123,5,Occasional,High
4,Hatchback,21205,56,44,4.5,9,1,97.3,1.15,6459,85.3,34.3,12.35,6666,5,Occasional,Medium
12,Hatchback,16408,62,38,2.0,9,3,77.8,0.69,5776,7.2,33.3,12.16,23569,8,Occasional,Medium
13,Hatchback,32532,66,34,3.1,8,8,90.0,2.51,7480,83.2,32.7,12.15,6774,0,Regular,Medium
4,Pickup,8193,25,75,4.5,1,2,84.2,1.61,4400,74.1,29.4,12.53,20181,5,Occasional,Low
10,Sedan,10220,57,43,2.0,8,4,99.8,0.94,5552,33.1,28.5,11.52,21316,7,Rare,High
7,Hatchback,24357,80,20,4.1,2,2,96.5,4.47,10353,50.0,32.3,13.63,13097,5,Rare,Medium
9,Pickup,24549,23,77,2.8,1,3,75.0,0.65,10616,32.5,35.7,13.58,6195,0,Regular,Low
2,SUV,22474,24,76,1.2,0,2,96.3,2.0,9868,89.6,36.1,12.09,26432,4,Regular,Medium
12,Sedan,5141,89,11,0.7,15,10,97.9,3.98,3380,30.2,33.3,12.23,25577,0,Regular,High
14,Pickup,21650,79,21,3.8,13,1,86.4,0.68,9440,54.9,33.1,12.65,12895,6,Regular,Medium
1,Hatchback,25694,75,25,1.7,7,12,90.3,1.49,13886,58.5,34.7,12.37,19848,8,Occasional,Medium
2,Pickup,21863,78,22,4.2,7,7,91.9,3.31,7361,84.7,31.4,11.58,18301,5,Occasional,Medium
7,Sedan,7690,26,74,1.4,5,2,91.4,2.6,10524,83.5,36.9,13.51,15354,2,Regular,Low
13,Hatchback,26320,87,13,3.1,12,13,91.7,0.89,10593,55.9,31.5,13.45,28940,8,Occasional,High
10,SUV,7427,50,50,0.9,7,7,96.5,2.31,10662,93.7,33.9,12.94,17230,6,Regular,Medium
6,SUV,30419,67,33,3.8,5,3,93.5,1.88,8636,71.5,35.8,13.76,23623,5,Occasional,Medium
4,SUV,27365,61,39,3.9,4,4,98.1,3.65,9380,37.0,27.1,13.7,25877,0,Regular,Medium
1,Pickup,8911,49,51,4.6,1,5,100.5,3.01,4595,11.9,30.7,12.43,17206,2,Occasional,Low
13,Sedan,25461,70,30,3.0,1,13,95.4,2.88,5154,11.7,31.3,12.81,1657,6,Occasional,Medium
1,SUV,5649,54,46,1.0,10,8,93.8,3.92,13688,47.1,31.9,12.2,15046,4,Occasional,Low
5,Hatchback,31469,81,19,4.2,15,1,79.2,1.45,5060,10.6,33.6,12.97,4896,8,Occasional,Low
15,Hatchback,32826,70,30,1.9,3,9,92.1,3.29,8367,25.2,29.7,11.72,10672,7,Occasional,High
1,Hatchback,20503,69,31,4.5,1,6,92.5,1.35,11886,19.8,34.9,13.08,29719,5,Regular,Low
12,Pickup,26962,49,51,4.9,3,0,108.2,2.74,13118,50.6,29.4,12.95,6217,6,Rare,High
15,Sedan,39122,38,62,1.1,7,3,95.5,3.72,3089,75.9,33.2,13.98,6213,4,Occasional,High
7,Sedan,22677,69,31,0.9,4,4,85.8,3.66,7807,14.5,27.5,12.68,1451,1,Regular,Low
13,SUV,24642,73,27,4.5,13,1,100.5,2.54,4738,26.1,28.9,13.31,14108,2,Occasional,High
11,Sedan,7713,23,77,4.5,4,2,98.4,1.67,13441,18.6,32.3,13.08,5394,1,Occasional,Low
1,Hatchback,13595,31,69,3.1,6,5,88.3,0.6,13411,30.2,32.0,13.08,21916,3,Regular,Low
1,Hatchback,18779,34,66,4.5,3,5,87.9,2.25,11648,77.5,29.0,12.27,24022,3,Occasional,Low
2,Pickup,17164,34,66,4.7,6,3,87.2,3.18,14607,86.8,31.7,14.07,7529,1,Occasional,Low
13,Hatchback,6546,29,71,3.0,4,1,80.2,1.81,10718,61.2,31.3,12.93,28305,6,Rare,Medium
14,Sedan,31428,80,20,3.6,14,2,102.6,4.14,8519,83.0,35.1,13.1,26619,0,Occasional,High
11,Hatchback,36707,38,62,3.3,6,5,92.4,4.3,8205,43.3,32.6,13.61,9081,6,Occasional,Medium
12,SUV,30388,72,28,1.3,7,5,92.0,2.39,939,35.7,33.4,13.17,14713,3,Regular,Low
10,Pickup,30505,76,24,2.5,14,7,102.2,2.55,14683,43.9,34.9,13.16,25843,0,Regular,High
3,Pickup,18173,28,72,3.6,4,4,90.3,1.31,14491,15.7,34.8,13.34,23261,5,Occasional,Low
13,Sedan,34580,48,52,3.2,6,5,84.8,1.21,881,93.3,33.2,13.2,14291,2,Regular,Low
11,Hatchback,33651,26,74,1.5,3,0,100.4,1.54,9456,86.8,29.4,13.12,7207,3,Regular,Medium
15,Hatchback,28318,36,64,4.6,1,6,92.7,2.35,9738,23.7,30.1,13.15,13561,1,Occasional,Medium
1,Sedan,19627,35,65,4.0,6,1,89.9,4.87,10928,81.8,33.5,12.5,29104,4,Occasional,Medium
15,Sedan,11078,90,10,0.8,7,16,90.8,3.31,1026,30.0,33.4,12.05,21962,4,Regular,High
9,SUV,13366,57,43,2.0,4,5,89.4,2.4,14799,40.5,31.2,12.74,20024,0,Rare,Low
10,Sedan,19444,66,34,5.0,3,10,93.4,1.48,4079,36.9,32.1,12.36,8812,7,Regular,Medium
8,Hatchback,22747,29,71,2.3,3,1,85.3,4.01,6853,66.2,29.7,12.92,4066,7,Rare,Medium
5,SUV,32471,43,57,3.5,7,7,88.6,3.38,6180,15.7,31.5,13.56,995,6,Regular,Low
13,Pickup,14229,69,31,1.0,4,2,104.6,2.33,9148,62.5,32.9,13.76,15736,5,Occasional,High
11,Hatchback,21304,87,13,1.9,16,14,92.1,3.24,7989,73.6,32.5,11.84,27509,5,Regular,High
2,Pickup,29335,62,38,4.5,5,5,92.5,3.1,5157,48.7,37.4,13.02,603,2,Regular,Low
5,Pickup,7090,56,44,2.8,11,9,80.6,3.11,11072,59.7,33.3,13.64,26327,6,Occasional,Medium
6,Pickup,37368,64,36,4.2,9,3,86.8,0.82,9729,66.8,28.4,12.48,7094,7,Regular,Medium
14,Hatchback,15944,73,27,0.5,5,9,95.2,4.56,9916,80.2,34.6,13.08,25068,1,Regular,High
15,Pickup,36752,62,38,3.5,12,9,96.4,4.34,7181,93.9,27.3,12.29,12499,1,Occasional,High
1,Hatchback,37916,87,13,1.8,10,8,90.1,0.87,5494,87.8,31.6,12.78,17455,3,Regular,Low
11,Pickup,25817,56,44,4.4,9,9,97.9,3.36,9093,24.6,30.8,12.76,13505,8,Rare,High
4,Sedan,10098,60,40,4.7,5,7,95.6,2.74,5064,15.2,26.9,12.79,9576,4,Rare,Medium
9,Sedan,6133,20,80,3.6,0,1,95.0,3.84,1810,81.4,34.1,13.89,25474,4,Occasional,Medium
2,Hatchback,33670,35,65,1.2,7,6,89.0,2.3,11979,69.4,32.2,13.51,15868,3,Occasional,Low
5,Pickup,6109,56,44,2.6,4,3,97.5,4.9,1813,18.4,29.7,12.92,10080,4,Regular,Low
1,Pickup,33755,56,44,2.6,10,7,100.4,4.78,8989,22.0,30.7,13.2,24149,5,Regular,Medium
4,Pickup,29802,26,74,4.2,5,3,100.8,0.93,3896,35.3,33.4,13.3,3478,6,Occasional,Low
4,Sedan,8106,59,41,2.6,1,1,95.4,1.88,13490,52.2,36.2,12.42,15481,6,Rare,Medium
6,Pickup,14658,70,30,2.0,2,5,92.6,1.43,11283,93.7,33.7,12.34,9679,4,Occasional,Low
10,Pickup,21340,83,17,3.3,10,9,99.3,1.93,1224,34.1,28.2,12.64,3365,8,Regular,High
9,Hatchback,13461,41,59,3.4,0,1,90.4,2.65,4321,21.0,28.2,13.18,24987,5,Occasional,Low
3,Pickup,27933,62,38,4.1,5,1,91.1,1.02,6158,28.4,33.0,12.16,9075,7,Regular,Low
9,Sedan,13495,81,19,4.6,9,8,87.7,3.7,9940,67.1,30.4,12.28,10649,0,Regular,Medium
6,Pickup,37291,73,27,4.5,3,2,93.1,3.08,1398,35.4,31.3,12.52,24675,6,Regular,Medium
7,Sedan,18097,46,54,3.3,7,7,87.0,1.16,3782,87.7,29.2,12.01,29995,5,Occasional,Medium
12,Sedan,26532,48,52,2.9,4,7,79.8,3.55,11756,46.9,31.1,12.48,5269,6,Rare,Medium
10,SUV,36110,35,65,4.1,3,1,99.3,3.4,9716,18.8,34.7,12.39,1290,8,Regular,High
2,Sedan,29717,30,70,1.9,1,4,108.7,4.47,2784,12.4,37.5,12.29,18422,4,Rare,High
11,SUV,22331,40,60,3.9,7,5,85.4,1.45,12139,50.8,34.7,13.03,2782,1,Rare,Low
10,SUV,36631,28,72,2.8,0,0,95.7,3.24,6967,82.3,29.3,14.57,12280,2,Occasional,Medium
14,Pickup,26399,46,54,1.1,0,5,88.5,4.44,13613,58.1,34.0,12.85,18763,0,Regular,Medium
6,SUV,30514,42,58,3.9,8,5,101.8,1.68,2766,56.4,30.0,12.33,18884,6,Regular,High
6,Hatchback,7496,70,30,3.4,0,6,75.0,1.54,6826,62.3,29.8,13.09,22804,3,Regular,Low
2,Sedan,35985,22,78,0.9,1,3,103.8,1.74,8925,90.4,34.1,12.61,12115,7,Rare,Medium
2,Hatchback,24946,35,65,2.5,6,2,81.6,3.93,3658,81.0,33.3,12.95,797,6,Regular,Low
14,SUV,26434,27,73,2.7,3,1,88.2,4.14,1079,68.7,28.6,12.04,28996,7,Regular,High
2,Pickup,38310,61,39,3.4,8,10,99.3,0.66,3719,85.3,28.9,13.49,9699,8,Regular,Medium
10,Sedan,15871,54,46,3.6,5,7,95.8,1.91,1151,60.7,32.8,12.57,11148,4,Regular,Medium
12,Hatchback,18390,90,10,1.4,3,6,90.2,1.07,12595,53.8,31.0,12.84,29246,4,Occasional,Low
1,Pickup,16146,67,33,0.7,5,8,88.5,1.19,2642,6.8,31.4,13.46,27829,1,Regular,Low
5,SUV,29107,73,27,4.1,10,10,89.2,4.17,4156,48.0,32.2,12.76,16919,0,Regular,Low
8,Pickup,20479,55,45,4.9,5,3,91.8,4.84,3264,8.8,29.5,12.14,19962,0,Regular,Medium
2,Hatchback,16183,25,75,4.7,4,2,78.9,2.36,1429,75.7,35.2,12.78,9704,1,Rare,Low
13,Pickup,23996,90,10,2.8,0,2,93.5,4.87,7380,6.7,31.1,13.23,17225,8,Regular,Medium
15,Hatchback,33224,31,69,2.9,4,3,100.5,2.2,14491,8.7,33.8,13.08,12938,7,Rare,High
5,Pickup,15309,78,22,4.7,9,10,89.8,3.72,11497,8.3,31.8,12.3,14157,5,Regular,Medium
12,Sedan,21173,84,16,2.9,16,11,80.2,2.12,2977,41.6,34.2,12.28,14529,6,Regular,High
8,Pickup,15872,69,31,1.7,13,12,94.4,1.94,14993,61.5,33.2,12.85,8224,3,Regular,Medium
10,Sedan,36946,62,38,3.5,7,2,83.7,3.14,1442,87.1,34.6,12.72,1991,7,Regular,Medium
14,Hatchback,32424,62,38,2.6,7,1,93.4,4.41,14446,46.0,27.2,13.45,28012,3,Regular,High
5,Sedan,27707,68,32,4.0,1,12,86.9,3.17,11681,78.6,31.5,14.24,9581,0,Regular,Low
2,Pickup,9688,74,26,4.0,14,9,91.6,3.07,13961,51.7,32.0,12.77,27020,2,Regular,Low
3,Sedan,17854,69,31,4.7,10,7,92.0,2.77,7674,22.8,31.4,13.04,12655,5,Occasional,Low
15,Hatchback,8681,40,60,1.1,4,3,88.9,4.77,14566,85.2,37.8,13.67,20961,5,Regular,High
6,Pickup,26613,32,68,2.8,5,3,96.5,4.17,10263,74.2,33.8,12.12,18573,8,Regular,High
11,Sedan,24879,61,39,4.0,9,3,86.6,2.33,5116,60.2,30.8,12.07,971,2,Rare,Medium
11,Sedan,11078,34,66,2.5,4,4,86.2,4.21,6775,86.5,35.1,12.55,16802,7,Regular,High
5,SUV,36356,69,31,3.3,7,0,86.4,0.99,13849,73.4,34.7,13.5,6893,5,Regular,Low
11,Sedan,32941,20,80,4.2,4,2,82.3,2.46,4586,19.1,34.5,11.89,25542,6,Rare,Medium
4,SUV,6416,70,30,2.6,11,1,80.3,1.0,5519,17.0,31.1,13.06,14465,0,Regular,Low
4,Hatchback,24492,53,47,2.3,4,7,89.4,4.99,8659,41.5,33.4,11.88,28829,5,Regular,Medium
5,SUV,30425,61,39,1.3,8,11,94.5,0.71,14405,21.2,33.6,14.29,14234,3,Rare,Low
2,Hatchback,38675,81,19,4.2,3,3,87.4,4.59,9144,38.5,31.1,11.37,20064,2,Regular,Medium
9,Sedan,13507,51,49,4.1,10,3,103.0,4.69,3304,20.8,32.2,13.0,6496,5,Regular,Medium
2,Sedan,18573,80,20,3.8,11,8,91.7,1.82,757,87.1,28.3,12.11,27823,0,Regular,Medium
10,SUV,33698,73,27,2.3,14,6,90.9,4.77,1278,32.6,29.6,13.97,26916,1,Regular,Medium
2,Hatchback,23318,77,23,3.1,4,11,93.6,2.75,8849,82.8,32.3,12.92,2315,4,Regular,Low
10,Sedan,9344,43,57,1.1,3,1,97.5,4.72,4767,34.8,30.5,12.73,27274,5,Occasional,Medium
14,SUV,35992,46,54,1.9,8,5,88.9,2.69,5454,10.0,33.0,12.96,12696,7,Regular,Medium
9,SUV,14993,40,60,2.5,2,7,97.3,2.62,1538,71.9,31.6,13.15,12770,5,Regular,Low
14,SUV,24006,37,63,0.7,3,4,88.4,3.89,5830,62.9,34.9,12.26,22079,8,Rare,High
3,Sedan,14048,74,26,1.0,13,4,102.0,1.55,3995,81.0,30.8,12.17,8352,8,Regular,Medium
15,Hatchback,26949,87,13,4.2,9,1,107.6,4.57,10921,83.9,34.0,11.96,20987,7,Rare,High
10,Sedan,15068,66,34,4.9,4,5,92.6,4.32,8564,75.7,33.8,12.91,12271,8,Rare,High
7,Pickup,22909,73,27,1.9,6,6,85.4,1.11,8103,81.2,30.8,13.04,8530,2,Regular,Low
4,Pickup,36335,37,63,1.0,5,1,93.1,0.63,13455,38.0,34.5,12.74,19125,4,Regular,Low
13,Sedan,39184,83,17,4.7,3,7,97.9,3.7,14651,32.9,32.9,13.95,25202,6,Occasional,High
13,Hatchback,6794,68,32,4.6,13,8,101.3,2.08,13705,43.8,31.8,12.7,18423,0,Rare,High
6,SUV,32641,54,46,3.4,5,5,97.8,0.96,13743,86.1,30.2,12.54,4136,8,Occasional,Medium
14,Pickup,7720,58,42,2.0,9,2,93.4,4.53,6894,74.4,32.3,12.44,25622,5,Regular,High
4,Pickup,11826,77,23,1.0,11,13,95.1,4.97,14533,60.3,28.3,12.27,25942,7,Regular,High
10,Sedan,33780,76,24,4.7,10,2,99.8,1.93,2718,35.5,37.2,12.34,21886,7,Regular,High
15,Pickup,11369,25,75,4.6,2,3,90.7,1.33,12200,72.8,35.7,12.05,2695,8,Rare,High
7,Pickup,10826,39,61,3.8,0,5,93.0,4.36,9737,20.3,29.2,14.42,20210,6,Regular,Medium
1,SUV,7192,69,31,4.7,10,3,95.5,2.88,7925,58.1,34.7,13.83,970,2,Regular,Low
3,SUV,24920,28,72,1.1,5,2,94.1,4.93,7792,67.7,30.9,11.9,7716,8,Regular,Medium
13,Hatchback,28683,33,67,1.0,3,3,102.8,3.37,620,8.1,27.3,13.78,25855,4,Regular,High
3,Pickup,30692,42,58,1.4,8,5,93.8,3.05,11992,55.9,33.1,13.25,6005,5,Regular,Low
1,Hatchback,29255,67,33,1.5,7,6,85.8,4.68,4438,93.5,30.1,12.54,24815,3,Regular,Medium
6,Hatchback,21917,75,25,4.2,3,3,92.1,4.11,9657,40.4,28.7,12.4,6862,4,Regular,Medium
15,SUV,14409,59,41,4.6,3,9,111.6,2.33,9982,75.6,28.3,12.05,25631,3,Rare,High
13,SUV,20529,88,12,1.5,15,6,78.6,0.55,13130,69.0,31.6,13.47,10764,0,Regular,Low
11,Sedan,19795,58,42,2.6,7,4,97.4,3.88,8798,11.2,26.8,13.79,13212,6,Regular,High
14,SUV,16180,62,38,2.5,5,9,87.6,4.39,12738,6.2,33.0,13.75,21305,1,Occasional,Medium
9,Hatchback,26735,50,50,1.3,8,5,97.1,1.09,13994,74.9,33.5,14.45,8275,5,Regular,Medium
8,Pickup,23363,89,11,4.3,11,4,104.0,4.53,11526,21.8,32.6,12.45,6223,5,Regular,High
11,Hatchback,23460,22,78,2.9,4,4,88.2,4.4,8486,34.7,35.2,13.02,13900,2,Regular,Medium
7,Hatchback,15136,23,77,3.0,4,3,84.6,0.58,8861,54.9,30.8,13.92,22870,8,Regular,Low
10,Hatchback,16291,46,54,1.7,6,5,93.3,3.78,7307,52.5,34.6,12.41,14602,7,Regular,High
8,SUV,17549,46,54,3.0,9,4,103.8,2.23,13821,19.0,31.6,13.2,18422,4,Regular,Medium
6,Hatchback,17021,66,34,4.1,6,8,91.8,0.73,10715,11.1,30.3,12.94,28233,8,Regular,Low
9,Sedan,9114,79,21,1.9,13,5,113.8,1.99,13780,64.6,34.0,12.96,3428,8,Occasional,High
3,Pickup,7584,55,45,1.0,10,7,100.6,3.22,11205,82.1,31.4,12.58,3491,6,Rare,Medium
15,SUV,14740,65,35,3.1,1,0,81.2,1.88,10373,93.6,31.3,11.96,8668,7,Regular,Medium
10,Hatchback,39256,80,20,3.4,14,6,94.7,4.04,7264,54.7,35.3,13.32,26146,5,Regular,High
10,Sedan,25043,61,39,1.4,5,7,102.7,2.73,8267,56.1,35.2,12.81,22108,7,Rare,High
9,Pickup,35743,26,74,1.6,2,3,84.4,0.66,14860,72.5,34.0,13.23,10626,5,Regular,Low
4,Hatchback,18319,49,51,1.2,8,1,96.4,3.02,14107,27.2,34.0,11.92,25177,3,Regular,Medium
7,Pickup,37995,69,31,4.6,3,9,90.9,2.47,11250,73.9,29.6,13.56,5071,2,Rare,Medium
15,SUV,25855,66,34,1.5,0,1,89.3,0.93,8242,18.5,32.9,13.04,7866,0,Regular,Low
13,SUV,10242,59,41,0.5,3,8,82.9,2.49,7858,58.2,32.9,13.56,3588,4,Rare,Low
9,Sedan,29007,24,76,4.3,3,4,98.8,4.09,11186,93.1,33.2,12.69,12567,3,Occasional,High
2,SUV,34407,89,11,4.1,17,16,93.5,0.98,9651,39.4,33.8,13.31,4121,0,Regular,Low
2,Sedan,19850,77,23,2.6,6,8,93.9,1.61,8572,42.0,32.3,12.61,21501,2,Regular,Low
9,Hatchback,26312,63,37,4.1,10,8,89.6,4.94,10774,77.9,32.2,13.14,22670,0,Regular,Medium
12,Pickup,19094,90,10,2.5,4,4,93.0,2.37,1679,54.3,28.0,13.3,28065,4,Regular,Medium
13,SUV,17988,51,49,1.5,9,3,84.8,4.24,4992,85.4,31.6,12.51,10828,7,Regular,High
3,Pickup,18198,59,41,2.4,9,0,95.4,2.77,10332,26.0,34.3,12.63,12448,6,Regular,Low
9,Pickup,5698,76,24,2.7,7,11,92.6,1.54,8659,72.7,32.7,12.95,26594,7,Regular,Medium
13,Hatchback,5437,30,70,0.5,5,4,97.8,0.89,13642,88.2,27.8,13.73,5305,0,Occasional,Medium
15,Hatchback,27203,59,41,1.0,0,3,98.6,3.86,12229,47.4,35.8,12.8,11051,6,Rare,High
5,SUV,20995,66,34,4.4,10,6,100.2,2.68,3661,63.8,32.6,13.35,11265,0,Occasional,Low
6,Hatchback,14876,21,79,2.3,0,3,100.2,4.91,9971,55.3,32.0,12.53,15421,0,Rare,Low
2,Pickup,23537,71,29,2.0,12,9,91.1,4.56,10983,58.8,34.3,12.19,14707,7,Occasional,High
8,Sedan,17902,68,32,4.5,2,4,88.2,1.19,3848,63.7,30.0,12.88,4865,1,Regular,Low
11,Sedan,27759,78,22,1.2,1,5,98.3,3.46,11051,26.5,30.6,12.06,6784,8,Regular,High
9,Sedan,32490,57,43,1.5,4,2,89.8,1.32,12668,29.5,31.9,12.76,5668,3,Regular,Low
2,SUV,26520,35,65,4.2,1,1,100.0,2.14,4201,35.3,33.0,12.06,28569,5,Regular,Low
6,Hatchback,10278,46,54,1.8,6,3,83.5,2.0,3361,21.8,31.1,13.37,25283,1,Regular,Low
6,Hatchback,38727,47,53,3.3,4,4,86.6,2.82,11912,82.0,35.5,12.07,1522,0,Occasional,Medium
8,Hatchback,15031,85,15,3.8,2,15,94.9,4.25,1378,32.7,32.1,13.13,26504,3,Rare,Medium
10,Hatchback,29853,64,36,1.5,12,6,105.2,4.48,4938,56.8,33.9,12.08,10204,1,Rare,High
12,Pickup,25604,52,48,1.6,4,2,88.2,3.57,10524,16.6,38.8,13.13,25233,5,Regular,High
5,Sedan,30919,79,21,2.8,4,2,97.6,3.34,13881,54.1,31.5,13.36,19483,7,Rare,Medium
9,Pickup,26154,69,31,4.1,10,4,92.4,4.65,9266,52.4,29.5,12.71,6808,6,Occasional,High
1,SUV,13906,65,35,3.0,5,11,92.3,0.96,528,49.9,30.4,12.98,29380,7,Regular,Low
9,Sedan,19298,54,46,0.8,2,8,92.0,2.26,2100,57.7,29.2,11.76,2569,1,Regular,Low
10,Sedan,6347,60,40,2.1,7,5,99.3,1.48,4220,12.7,29.5,12.3,10866,4,Rare,Medium
7,Pickup,10008,77,23,2.0,0,13,90.5,1.12,8118,93.7,30.2,13.09,29543,3,Regular,Low
4,SUV,29553,74,26,4.1,9,3,93.0,3.52,11370,86.4,30.6,12.19,7044,8,Regular,High
3,SUV,32018,24,76,1.8,4,2,100.7,1.36,5500,22.5,35.2,12.75,5937,0,Regular,Low
14,Sedan,9868,24,76,4.6,1,0,97.5,4.82,14303,63.6,29.3,12.9,949,4,Regular,High
10,Hatchback,35905,41,59,2.0,7,6,97.9,2.87,4047,66.2,33.4,12.2,8172,8,Rare,High
15,SUV,8960,53,47,1.4,3,2,94.8,2.62,14605,14.4,28.9,12.91,26510,5,Regular,Medium
11,Pickup,14944,84,16,2.9,3,14,87.6,2.11,6378,13.3,35.0,12.51,17499,6,Regular,Medium
14,SUV,7505,78,22,2.2,11,7,88.5,1.73,771,50.6,34.5,13.21,6454,4,Regular,Medium
6,Sedan,28759,36,64,3.4,0,6,103.6,4.6,6842,84.3,34.7,12.89,21879,0,Occasional,High
12,Hatchback,23121,70,30,4.6,1,7,90.8,3.27,4100,7.7,33.7,13.82,11052,4,Regular,Low
13,SUV,24063,68,32,4.7,6,6,83.7,1.56,12259,31.6,33.2,12.13,4472,1,Regular,Medium
1,Sedan,36559,28,72,1.5,0,2,95.7,3.58,3544,85.3,25.0,13.54,8653,0,Regular,Low
3,SUV,10760,34,66,1.2,3,5,94.4,1.57,9433,34.1,36.2,14.03,16818,5,Regular,Low
2,Hatchback,18081,48,52,4.7,6,3,81.8,3.97,3605,18.9,35.6,14.01,8554,5,Occasional,Low
11,Pickup,38126,72,28,4.2,3,11,83.8,2.99,774,37.7,33.7,13.18,21662,5,Occasional,Medium
13,Sedan,35961,44,56,1.7,8,7,88.4,2.49,14459,86.9,31.0,13.01,5660,1,Occasional,Medium
9,Sedan,38844,47,53,4.1,2,2,83.8,3.45,12708,32.0,32.3,12.26,14683,3,Regular,Medium
3,Hatchback,19088,42,58,3.8,2,7,86.8,4.42,11914,40.5,33.1,13.73,13382,0,Rare,Low
13,Sedan,12236,22,78,1.6,4,1,83.7,2.31,4355,28.1,34.2,12.98,24314,8,Regular,Medium
2,Hatchback,27148,52,48,4.6,7,8,108.3,3.6,11437,27.6,33.3,12.81,22171,3,Regular,High
4,Sedan,38843,90,10,1.9,10,3,101.7,2.13,9345,40.6,33.2,13.22,17273,3,Occasional,Medium
15,Hatchback,25432,88,12,2.7,6,11,90.8,2.12,3141,23.1,31.8,12.87,10103,0,Regular,Low
14,SUV,21712,36,64,3.2,6,6,90.2,4.27,9828,60.6,31.6,12.61,17813,8,Regular,High
2,SUV,19433,86,14,1.4,10,1,95.0,2.97,5708,32.6,34.4,12.59,10790,3,Occasional,Low
1,SUV,32808,86,14,3.3,6,3,91.4,2.32,9776,60.6,31.0,12.02,28376,8,Regular,Medium
6,Sedan,22386,53,47,3.7,9,3,96.5,1.41,6186,60.9,31.6,14.06,19786,3,Rare,Low
15,Hatchback,30152,27,73,1.0,4,2,89.4,4.08,14659,85.7,30.2,13.24,8598,4,Regular,Medium
10,Hatchback,29902,64,36,2.2,12,2,95.5,3.34,2498,56.1,32.8,13.17,11266,0,Regular,Low
8,Pickup,37662,79,21,3.3,16,7,91.3,3.74,8991,80.7,33.7,12.73,15850,6,Regular,High
10,SUV,19702,75,25,4.7,0,11,83.5,2.46,12198,69.5,29.1,12.39,21905,3,Occasional,High
10,Pickup,31857,89,11,4.5,6,13,96.8,1.89,13580,19.7,37.7,12.75,3921,2,Occasional,High
2,SUV,23764,41,59,1.3,2,3,93.4,3.76,3795,14.8,35.2,12.03,6899,3,Regular,Low
14,Pickup,13686,52,48,3.2,2,3,92.9,0.89,8204,84.0,33.8,13.78,1177,5,Regular,Low
9,SUV,7416,69,31,0.9,12,3,93.9,3.47,10031,10.1,33.6,13.03,20552,2,Regular,Low
15,Hatchback,30729,90,10,1.8,18,12,83.5,4.9,5900,27.3,31.2,13.23,15555,8,Regular,High
13,SUV,37671,65,35,3.2,12,1,102.8,4.17,5810,65.3,35.9,12.97,20017,2,Regular,High
3,Sedan,7142,71,29,0.9,10,7,102.8,3.79,10967,62.0,31.3,13.73,23992,1,Regular,Medium
8,SUV,24772,85,15,4.5,9,8,87.8,2.48,11707,85.8,31.5,13.05,22180,4,Regular,Medium
12,SUV,30377,40,60,4.2,5,1,95.9,0.57,6439,28.4,27.7,12.96,18546,8,Regular,High
8,Hatchback,5207,43,57,2.6,7,4,94.8,4.93,11351,28.8,27.5,12.33,24117,0,Occasional,High
15,Sedan,15846,67,33,2.7,0,3,86.5,4.64,1644,37.4,30.8,13.48,3180,5,Regular,Medium
3,Hatchback,26511,32,68,4.5,3,1,101.1,2.74,8432,94.1,33.9,12.97,29638,7,Occasional,High
3,Pickup,29711,83,17,0.7,8,1,105.2,3.59,10843,11.2,32.6,13.56,9722,5,Occasional,Medium
12,Pickup,30746,24,76,1.1,4,1,88.0,3.02,9027,36.5,30.0,12.35,15189,8,Regular,Medium
15,Sedan,11024,37,63,1.9,1,4,92.3,3.6,12227,14.7,36.1,12.27,9782,5,Regular,High
6,Pickup,35392,56,44,2.1,8,7,90.8,0.74,2681,75.3,34.3,14.2,3909,7,Regular,Low
1,Sedan,39204,73,27,4.9,13,3,100.5,4.99,12697,27.6,31.5,13.03,3966,3,Occasional,Medium
4,SUV,27759,51,49,1.2,8,5,101.9,4.01,3073,9.6,33.1,11.53,23082,7,Occasional,High
1,Pickup,31724,47,53,1.9,0,3,82.2,1.7,14792,49.3,34.4,13.59,4048,2,Regular,Low
